question,answer
Quelle est la procédure de résiliation d’un abonnement Wifi ?,"La résiliation d’une offre Fixe/internet/TV se fait en agence. Pour cela, il faut que la durée d’engagement contractuelle soit atteinte. A l’issu de l’échéance, vous pouvez : - Faire une demande de résiliation et y joindre une copie de votre pièce d'identité - Restituer le matériel remis - Régler les factures dues, y compris celle du mois de la résiliation (calculée au prorata). Si toutes les conditions sont réunies, votre demande sera traitée dès réception. La liste de nos agences et leur localisation sont disponibles sur https://agence.orange.sn/ Pour toute demande d’assistance complémentaire, vous pouvez contacter le service client par Mail: serviceclient@orange-sonatel.com, sur Messenger , Whatsapp au 00221771370101 ou sur le chat Orange et Moi Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2751003-procedure-resiliation-abonnement-wifi"
Quelles sont conditions d’éligibilité au service SOS crédit de 2000F ?,"Les conditions d’éligibilité au service SOS crédit sont les suivantes : · Avoir une ancienneté de 3 mois minimum · Avoir rechargé au moins 5 000 F le mois précédent · Avoir entièrement remboursé le précédent SOS et avoir un solde entre 0 et 489F Le prêt est positionné sur le compteur de rechargement et a les mêmes caractéristiques qu’un crédit normal : appels vers toutes les destinations, sms, achat de pass, etc. Les frais de prêt s’élèvent à 200 F Pour pouvez faire un SOS 2000 le SOS en composant le *770*2000# Pour toute demande d’assistance complémentaire, vous pouvez contacter le service client par Mail: serviceclient@orange-sonatel.com, sur Messenger , Whatsapp au 00221771370101 ou sur le chat Orange et Moi Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2751002-conditions-eligibilite-service-sos-credit-2000f"
Comment faire une demande d'annulation suite à une erreur sur transfert international,"Pour faire une demande correction suite à erreur de numéro sur un transfert d’argent Orange Money à l’international, il faut : 1. Télécharger et imprimer le formulaire de correction en attaché, 2. Renseigner le formulaire 3. Photographier (ou scanner) le formulaire renseigné et signé 4. Joindre une copie recto-verso de votre pièce d’identité en cours de validité. 5. Envoyez les documents à Ibou par message privé sur la page d’Orange Sénégal (en précisant le numéro de la transaction): · Facebook : https://web.facebook.com/orange.sn/ · Twitter : https://twitter.com/orange_sn · Par mail : serviceclient@orange-sonatel.com · Via l'application Orange et moi (disponible sur iOS et Android) A la réception de la demande de correction, l’argent sera transmis au bon destinataire si le faux destinataire n’a pas retiré le transfert reçu par erreur. Pour toute demande d’assistance complémentaire, vous pouvez contacter le service client par Mail: serviceclient@orange-sonatel.com, sur Messenger , Whatsapp au 00221771370101 ou sur le chat Orange et Moi formulaire de correction_des_erreurs_clients_orange_money_conforme_original.pdf formulaire de cor... 190 ko 13 octobre 2021 Traité Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2749390-faire-demande-annulation-suite-erreur-transfert-international pièces jointes: https://dimelo-answers-production.s3.eu-west-1.amazonaws.com/268/ec0862aa2258a1e4/formulaire_de_correction_des_erreurs_clients_orange_money_conforme_original_original.pdf?41fef3c"
Comment changer de formule jamono par code court ?,"Le changement de formule Jamono se fait via le #605# . Pour toute demande d’assistance complémentaire, vous pouvez contacter le service client par Mail: serviceclient@orange-sonatel.com, sur Messenger , Whatsapp au 00221771370101 ou sur le chat Orange et Moi Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2749389-changer-formule-jamono-code-court"
Modem Domino 4G Orange : Comment changer le nom ou le code,"Pour changer le nom ou le code, suivez les étapes suivantes : Accédez à l'interface administrateur du Domino en saisissant 192.168.1.1 dans la barre d’adresse de votre navigateur Connectez-vous avez les identifiants ci-dessous: Nom d'usager : admin (par défaut). Mot de passe : admin (par défaut). Accédez aux paramètres de connexion « Cliquez sur configuration. » Cliquez sur WLAN et modifiez le nom (SSID) ou le code (Clé WPA) Cliquez sur Appliquer Pour toute demande d’assistance complémentaire, vous pouvez contacter le service client par Mail: serviceclient@orange-sonatel.com, sur Messenger , Whatsapp au 00221771370101 ou sur le chat Orange et Moi Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2749388-modem-domino-4g-orange-changer-nom-code"
Comment envoyer de l’argent vers l’international via Orange Money ?,"Avec Orange Money, vous pouvez effectuer un transfert d’argent vers l’international, Cote d’Ivoire, Mali, Burkina Faso, le Niger, Guinée Bissau. 1. Saisissez le code USSD #144# sur votre téléphone (puis appuyer sur la touche « appel » 2. Sélectionnez l’option 2 « Transfert d’argent » 3. Sélectionnez l’option 2 « Transfert international » 4. Saisissez le numéro bénéficiaire et et suivez les instructions. Pour toute demande d’assistance complémentaire, vous pouvez contacter le service client par Mail: serviceclient@orange-sonatel.com, sur Messenger , Whatsapp au 00221771370101 ou sur le chat Orange et Moi Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2749387-envoyer-argent-international-via-orange-money"
"Fonction ""envoyer mon numéro » : Comment activer ou désactiver","Android · Allez sur l’application « Téléphone », « Paramètres » et « Plus de paramètres ». · Choisir « Identité de l’appelant » ou « Afficher mon ID d’appelant ». · Sélectionner « Masquer le numéro ». iOS (Iphone) · Aller dans « Réglages » puis « Téléphone ». · Désactiver « Afficher mon numéro ». Si Vous n ‘arrivez pas à appeler après avoir composé le *31# il faut composer le #31# puis tester à nouveau. Pour toute demande d’assistance complémentaire, vous pouvez contacter le service client par Mail: serviceclient@orange-sonatel.com, sur Messenger , Whatsapp au 00221771370101 ou sur le chat Orange et Moi Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2749386-fonction-envoyer-numero-activer-desactiver"
Wifi Orange : Comment faire un transfert de ligne Orange (changer le lieu d'installation),"Si vous êtes titulaire d’une ligne Fixe/Internet et souhaitez-la transférer vers une nouvelle adresse, rendez-vous en agence muni de votre pièce d'identité (carte d’identité nationale ou passeport). Si vous êtes dans l’incapacité de vous déplacer, vous pouvez mandater une tierce personne en lui remettant une procuration signée et légalisée en plus de votre pièce d’identité et de la sienne. La demande de transfert peut également se faire en ligne via l’adresse macommande@orange-sonatel.com. Préciser dans le mail le numéro de la ligne, le numéro de poteau Sonatel ou le numéro de téléphone de votre voisin le plus poche de votre future adresse, et le numéro de votre pièce d’identité Les frais de transfert d'une ligne fixe couplée avec internet s'élèvent à 10.294 FCFA et ceux d'une ligne simple à 5147 FCFA. Pour toute demande d’assistance complémentaire, vous pouvez contacter le service client par Mail: serviceclient@orange-sonatel.com, sur Messenger , Whatsapp au 00221771370101 ou sur le chat Orange et Moi Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2749383-wifi-orange-faire-transfert-ligne-orange-changer-lieu-installation"
Wifi Orange : Comment activer le contrôle Parental avec le Modem Fun Box (ZTE) Orange?,"L'interface de configuration du modem Funbox vous permet d'accéder à l'ensemble des paramètres du logiciel. Pour paramétrer le « Contrôle parental » : · Accédez à l’interface en saisissant 192.168.1.1 au niveau de la barre d’adresse · Saisissez le nom d’utilisateur (admin) et le mot de passe (admin) 1- Cliquez sur le bouton Internet 2- Cliquez sur Contrôle Parental 3- Mettez le bouton New Item en ON 4- Créez un Nom et choisir l’équipement via l’adresse MAC 5- Définissez la période et choisir l’action à appliquer puis cliquer sur Appliquer Pour toute demande d’assistance complémentaire, vous pouvez contacter le service client par Mail: serviceclient@orange-sonatel.com, sur Messenger , Whatsapp au 00221771370101 ou sur le chat Orange et Moi Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2749380-wifi-orange-activer-controle-parental-modem-fun-box-zte-orange"
Comment éviter les erreurs de transfert Orange Money ?,"Nous partageons avec vous quelques astuces pour réduire le risque de vous tromper de numéro. · Avec les codes USSD #144#, prenez le soin de bien relire minutieusement le message récapitulatif avant de valider votre opération. · Nos applications Orange Money et Orange & Moi, permettent également de ne pas se tromper de numéro : Vous avez : · La saisie ou la sélection du numéro du destinataire depuis votre répertoire · La précision du montant · Le choix d’un transfert par code et la prise en charge (ou pas) des frais de retrait, · Le récapitulatif de la transaction avant la validation par votre code secret. Pour toute demande d’assistance complémentaire, vous pouvez contacter le service client par Mail: serviceclient@orange-sonatel.com, sur Messenger , Whatsapp au 00221771370101 ou sur le chat Orange et Moi Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2749377-eviter-erreurs-transfert-orange-money"
Comment contacter le service client Orange,"Vous avez une question ? Un blocage ? Un besoin d'explication, d’assistance ou de conseils? 1. Vous pouvez joindre le Service Client d’Orange via les canaux suivants : · Sur Facebook : Facebook.com/orange.sn · Sur Twitter : @Orange_sn · Par Email : serviceclient@orange-sonatel.com sur Whatsap : 771370101 · Sur internet : assistance.orange.sn. · Via le canal USSD : #1413# · Via l’application Orange et Moi 2. Par téléphone : 1441 : Mobile prépayé 1443 : Mobile Post Payé 1212 : Annuaire 1413 : Assistance technique et commerciale sur le fixe, l’internet et la TV 1444 : Plateau Orange Money 800 810 820 (Fibre) 800 55 00 55 (Orange Énergie) Pour toute demande d’assistance complémentaire, vous pouvez contacter le service client par Mail: serviceclient@orange-sonatel.com, sur Messenger , Whatsapp au 00221771370101 ou sur le chat Orange et Moi Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2749375-contacter-service-client-orange"
Illimix Orange : Comment faire un SOS Illimix Orange ?,"Pour bénéficier d’un SOS Illimix, composez vite le #778# et continuez à appeler, envoyer des sms et vous connecter à Internet Pour toute demande d’assistance complémentaire, vous pouvez contacter le service client par Mail: serviceclient@orange-sonatel.com, sur Messenger , Whatsapp au 00221771370101 ou sur le chat Orange et Moi Pour plus d'information, cliquez sur ces liens: https://assistance.orange.sn/questions/2749374-illimix-orange-faire-sos-illimix-orange"
